id,domains,phase,service,title,url,silver_page,priority,status,doc_title,attempts,err,raw_path,md_path,bytes_html,bytes_md,fetched_at
SEC-07,D1,7,Amazon Macie,Amazon Macie - What is (S3 sensitive data discovery),https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html,deteccion.html,2,ok,What is Amazon Macie? - Amazon Macie,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-07.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-07.md,38688,17146,2026-09-11T03:31:20
SEC-08,D1,7,Amazon Inspector,Amazon Inspector - What is (workload vulnerability scanning),https://docs.aws.amazon.com/inspector/latest/user/what-is-inspector.html,deteccion.html,2,ok,What is Amazon Inspector? - Amazon Inspector,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-08.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-08.md,26770,1244,2026-09-11T03:31:24
SEC-09,D1,7,Amazon Detective,Amazon Detective - What is (investigation),https://docs.aws.amazon.com/detective/latest/userguide/what-is-detective.html,deteccion.html,3,ok,What is Amazon Detective? - Amazon Detective,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-09.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-09.md,44154,17704,2026-09-11T03:31:29
SEC-10,D1,7,AWS Security Hub,AWS Security Hub - What is (security posture),https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html,deteccion.html,2,ok,Introduction to AWS Security Hub CSPM,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-10.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-10.md,35995,8470,2026-09-11T03:31:34
SEC-11,D1,7,AWS WAF,"AWS WAF - What is (L7 protection, rules, rate limiting)",https://docs.aws.amazon.com/waf/latest/developerguide/what-is-aws-waf.html,waf-shield.html,1,ok,"What are AWS WAF, AWS Shield Advanced, AWS Shield network security director and AWS Firewall Manager?",1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-11.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-11.md,28574,790,2026-09-11T03:31:39
SEC-12,D1,7,AWS Shield,"AWS Shield - Overview (Standard vs Advanced, DDoS)",https://docs.aws.amazon.com/waf/latest/developerguide/shield-overview.html,waf-shield.html,1,ok,"What are AWS WAF, AWS Shield Advanced, AWS Shield network security director and AWS Firewall Manager?",1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-12.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-12.md,28610,793,2026-09-11T03:31:50
SEC-13,D1,7,AWS Firewall Manager,AWS Firewall Manager - What is (centralized WAF mgmt),https://docs.aws.amazon.com/fms/latest/developerguide/what-is-fms.html,waf-shield.html,3,ok,Amazon Web Services Documentation,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-13.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-13.md,35477,280,2026-09-11T03:31:54
SEC-14,D1,7,AWS Network Firewall,AWS Network Firewall - What is (VPC-level L3/L4),https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html,waf-shield.html,2,ok,What is AWS Network Firewall?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-14.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-14.md,53579,1361,2026-09-11T03:32:03
SEC-15,D1,7,AWS Artifact,AWS Artifact - What is (compliance reports),https://docs.aws.amazon.com/artifact/latest/ug/what-is-aws-artifact.html,kms.html,3,ok,What is AWS Artifact? - AWS Artifact,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-15.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-15.md,16130,2076,2026-09-11T03:32:24
SEC-16,D1,7,AWS Directory Service,"AWS Directory Service - What is (AD, federation)",https://docs.aws.amazon.com/directoryservice/latest/admin-guide/what_is.html,iam.html,2,ok,What is AWS Directory Service?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-16.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-16.md,62047,11687,2026-09-11T03:32:32
SEC-17,D1,7,AWS RAM,AWS Resource Access Manager - What is (shared resources),https://docs.aws.amazon.com/ram/latest/userguide/what-is.html,organizaciones.html,3,ok,What is AWS Resource Access Manager?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-17.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-17.md,51105,7839,2026-09-11T03:32:36
MIG-01,D2,7,Whitepaper DR,"Disaster Recovery of Workloads on AWS - DR options (backup/restore, pilot light, warm standby, active-active, RTO/RPO)",https://docs.aws.amazon.com/whitepapers/latest/disaster-recovery-workloads-on-aws/disaster-recovery-options-in-the-cloud.html,dr.html,1,ok,Disaster recovery options in the cloud,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/MIG-01.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/MIG-01.md,90585,1418,2026-09-11T03:32:42
MIG-02,"D3,D4",7,AWS DMS,AWS Database Migration Service - Welcome (homogeneous/heterogeneous),https://docs.aws.amazon.com/dms/latest/userguide/Welcome.html,migracion.html,1,ok,What is AWS Database Migration Service?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/MIG-02.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/MIG-02.md,22802,2291,2026-09-11T03:32:47
MIG-03,D2,7,AWS MGN,AWS Application Migration Service - What is (lift-and-shift),https://docs.aws.amazon.com/mgn/latest/ug/what-is-mgn.html,migracion.html,1,ok,What Is AWS Transform MGN?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/MIG-03.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/MIG-03.md,29806,645,2026-09-11T03:32:53
MIG-04,D2,7,AWS Migration Hub,AWS Migration Hub - What is,https://docs.aws.amazon.com/migrationhub/latest/ug/what-is-aws-migration-hub.html,migracion.html,3,ok,What Is AWS Migration Hub?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/MIG-04.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/MIG-04.md,27936,713,2026-09-11T03:33:00
GOV-01,"D2,D3",8,Amazon CloudWatch,"Amazon CloudWatch - What is (metrics, alarms, logs, dashboards)",https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/WhatIsCloudWatch.html,cloudwatch.html,1,ok,What is Amazon CloudWatch? - Amazon CloudWatch,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-01.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-01.md,51287,13328,2026-09-11T03:33:05
GOV-02,D1,8,AWS CloudTrail,AWS CloudTrail - User Guide (API auditing),https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-user-guide.html,cloudtrail.html,1,ok,What Is AWS CloudTrail? - AWS CloudTrail,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-02.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-02.md,29361,367,2026-09-11T03:33:10
GOV-03,D1,8,AWS Config,"AWS Config - What is (compliance, drift detection)",https://docs.aws.amazon.com/config/latest/developerguide/WhatIsConfig.html,cloudtrail.html,1,ok,What Is AWS Config? - AWS Config,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-03.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-03.md,26877,7922,2026-09-11T03:33:17
GOV-04,D2,8,AWS CloudFormation,AWS CloudFormation - User Guide (IaC),https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/Welcome.html,cloudformation.html,1,ok,What is CloudFormation? - AWS CloudFormation,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-04.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-04.md,28020,5575,2026-09-11T03:33:22
GOV-05,"D2,D4",8,AWS Systems Manager,"AWS Systems Manager - What is (patch, ops, Run Command)",https://docs.aws.amazon.com/systems-manager/latest/userguide/what-is-systems-manager.html,cloudformation.html,2,ok,What is AWS Systems Manager?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-05.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-05.md,45040,8080,2026-09-11T03:33:27
GOV-06,D4,8,AWS Trusted Advisor,AWS Trusted Advisor - Best practices checks,https://docs.aws.amazon.com/awssupport/latest/user/trusted-advisor.html,costos.html,1,ok,AWS Trusted Advisor - AWS Support,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-06.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-06.md,18622,395,2026-09-11T03:33:33
GOV-07,D4,8,AWS Compute Optimizer,AWS Compute Optimizer - What is (right-sizing),https://docs.aws.amazon.com/compute-optimizer/latest/ug/what-is-compute-optimizer.html,costos.html,1,ok,What is AWS Compute Optimizer?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-07.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-07.md,28951,6082,2026-09-11T03:33:37
GOV-08,D4,8,AWS Cost Explorer,"AWS Cost Explorer - What is (cost analysis, forecasting)",https://docs.aws.amazon.com/cost-management/latest/userguide/ce-what-is.html,costos.html,1,ok,Analyzing your costs and usage with AWS Cost Explorer,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-08.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-08.md,12705,3783,2026-09-11T03:33:42
GOV-09,D4,8,AWS Budgets,"AWS Budgets - Managing costs (alerts, thresholds)",https://docs.aws.amazon.com/cost-management/latest/userguide/budgets-managing-costs.html,costos.html,1,ok,Managing your costs with AWS Budgets,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-09.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-09.md,16633,4916,2026-09-11T03:33:48
GOV-10,D4,8,AWS CUR,AWS Cost and Usage Report - What is (most granular costing),https://docs.aws.amazon.com/cur/latest/userguide/what-is-cur.html,costos.html,2,ok,What are AWS Cost and Usage Reports?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-10.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-10.md,27091,2682,2026-09-11T03:33:53
GOV-11,D2,8,AWS X-Ray,"AWS X-Ray - What is (tracing, distributed debugging)",https://docs.aws.amazon.com/xray/latest/devguide/aws-xray.html,cloudwatch.html,2,ok,What is AWS X-Ray? - AWS X-Ray,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-11.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-11.md,15866,724,2026-09-11T03:33:58
GOV-12,"D1,D2,D3,D4",8,WA Tool,AWS Well-Architected Tool - Introduction (reviews),https://docs.aws.amazon.com/wellarchitected/latest/userguide/intro.html,well-architected.html,3,ok,What is AWS Well-Architected Tool?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-12.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-12.md,11240,2723,2026-09-11T03:34:03
GOV-13,D2,8,AWS Health,AWS Health - What is (Personal Health Dashboard),https://docs.aws.amazon.com/health/latest/ug/what-is-aws-health.html,cloudwatch.html,3,ok,What is AWS Health? - AWS Health,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/8-gobernanza-y-costos/GOV-13.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/8-gobernanza-y-costos/GOV-13.md,13813,1632,2026-09-11T03:34:08
